asset_id,equipment_type,asset_age_years,weight_kg,region,original_purchase_price_usd,condition_score,product_condition,can_refurbish,refurbishment_cost_usd,refurbishment_success,refurbishment_success_probability,sales_channel,market_value_usd,final_sale_price_usd,channel_commission_rate,net_revenue_usd,carbon_new_manufacturing_kg,carbon_refurb_process_kg,carbon_savings_kg,lifecycle_extension_years,grid_carbon_intensity_kg_co2_kwh,processing_date,processing_month,seasonal_demand_multiplier,roi_percent
ITAD-000052,Desktop,5.45,11.49,North America,674.99,9.50,Refurbished,True,301.09,True,0.95,B2B Direct,574.89,1381.45,0.05,1312.38,440.77,12.06,362.59,2.79,0.42,2024-10-25,2,1.00,358.82
ITAD-000053,Tablet,1.40,0.77,North America,159.79,7.40,Refurbished,True,26.12,True,0.87,Retail Partner,202.63,247.38,0.20,197.91,114.22,0.81,96.28,1.51,0.42,2025-06-03,6,1.00,847.20
ITAD-000054,Smartphone,3.87,0.24,Europe,232.63,1.70,Poor,False,0.00,False,0.00,Retail Partner,27.30,34.55,0.20,27.64,31.22,0.81,4.68,0.00,0.31,2024-10-16,6,1.00,148.50
ITAD-000055,Monitor,0.78,6.54,Asia Pacific,664.76,10.00,Refurbished,True,112.99,True,0.95,B2B Direct,696.42,1588.58,0.05,1509.15,239.08,11.11,192.11,2.24,0.68,2025-08-26,8,1.00,1306.00
ITAD-000056,Tablet,0.23,0.64,Asia Pacific,167.76,10.00,Refurbished,True,34.15,True,0.95,B2B Direct,179.71,558.64,0.05,530.71,115.07,1.09,96.72,3.16,0.68,2024-10-06,12,1.08,1535.84
ITAD-000057,Tablet,4.59,0.59,Asia Pacific,250.39,4.30,Fair,False,0.00,False,0.00,B2B Direct,57.73,135.74,0.05,128.95,61.46,0.00,52.24,0.66,0.68,2024-10-01,5,1.00,542.10
ITAD-000058,Monitor,3.52,7.54,North America,776.50,10.00,Refurbished,True,143.43,True,0.95,Online Marketplace,927.43,950.63,0.12,836.56,230.97,7.92,188.41,2.38,0.42,2025-04-05,1,1.08,562.77
ITAD-000059,Laptop,8.04,1.81,Europe,1122.29,2.30,Poor,False,0.00,False,0.00,B2B Direct,39.33,105.91,0.05,100.62,387.97,7.92,58.19,0.00,0.31,2025-03-10,7,1.00,94.37
ITAD-000060,Desktop,0.52,11.73,Latin America,1505.63,10.00,Refurbished,True,188.45,True,0.95,B2B Direct,1310.19,3407.74,0.05,3237.35,535.99,10.27,445.32,1.57,0.35,2024-10-18,6,1.00,1708.34
ITAD-000061,Desktop,2.38,11.76,Europe,956.24,8.60,Refurbished,True,394.29,True,0.95,Online Marketplace,1095.74,993.44,0.12,874.23,471.59,9.11,391.74,2.32,0.31,2025-06-02,2,1.00,151.96
ITAD-000062,Monitor,4.14,4.73,North America,110.33,7.90,Refurbished,True,118.90,True,0.92,Online Marketplace,124.57,134.98,0.12,118.78,292.09,4.96,243.31,1.81,0.42,2025-02-07,8,1.00,13.53
ITAD-000063,Laptop,1.04,1.36,Latin America,1057.34,10.00,Refurbished,True,210.25,True,0.95,B2B Direct,851.52,2271.95,0.05,2158.35,215.46,1.19,181.95,1.71,0.35,2025-02-03,9,1.15,980.60
ITAD-000064,Monitor,2.10,5.00,North America,1361.61,9.50,Refurbished,True,152.66,True,0.95,B2B Direct,1827.05,4301.42,0.05,4086.35,209.73,5.24,173.02,2.57,0.42,2024-11-15,11,1.15,2717.60
ITAD-000065,Desktop,2.19,12.11,North America,1704.32,8.30,Refurbished,True,210.68,True,0.94,B2B Direct,2172.67,5601.68,0.05,5321.60,358.47,12.71,291.98,2.12,0.42,2025-04-08,11,1.15,2558.84
ITAD-000066,Desktop,0.05,14.73,North America,589.68,10.00,Good,True,165.07,False,0.95,Online Marketplace,704.90,693.30,0.12,610.11,498.85,0.00,424.02,1.10,0.42,2025-02-06,7,1.00,320.01
ITAD-000067,Smartphone,0.80,0.16,Asia Pacific,365.59,7.10,Refurbished,True,43.89,True,0.85,B2B Direct,349.88,642.08,0.05,609.98,53.58,0.27,45.28,1.81,0.68,2024-12-15,1,1.08,1363.07
ITAD-000068,Tablet,0.27,0.75,Europe,140.56,10.00,Refurbished,True,63.33,True,0.95,B2B Direct,193.64,378.84,0.05,359.90,85.39,0.58,72.00,2.69,0.31,2025-01-09,9,1.15,498.17
ITAD-000069,Tablet,0.69,0.35,North America,100.00,10.00,Refurbished,True,55.66,True,0.95,B2B Direct,141.68,369.94,0.05,351.44,96.77,0.37,81.88,1.91,0.42,2025-08-29,7,1.00,564.59
ITAD-000070,Desktop,0.31,10.95,Latin America,1395.68,7.90,Refurbished,True,185.80,True,0.91,B2B Direct,1236.96,3416.79,0.05,3245.95,497.57,9.58,413.36,2.04,0.35,2024-11-16,5,1.00,1739.00
ITAD-000071,Smartphone,5.20,0.17,Middle East & Africa,235.98,1.70,Poor,False,0.00,False,0.00,Retail Partner,7.53,10.00,0.20,8.00,79.12,9.58,11.87,0.00,0.55,2025-04-30,7,1.00,42.38
ITAD-000072,Laptop,2.32,2.02,Asia Pacific,409.61,6.50,Refurbished,True,231.04,True,0.80,Online Marketplace,335.89,300.81,0.12,264.71,380.11,3.43,319.66,2.88,0.68,2025-06-22,5,1.00,30.20
ITAD-000073,Smartphone,8.60,0.16,Europe,142.21,1.00,Poor,False,0.00,False,0.00,Online Marketplace,2.35,10.00,0.12,8.80,69.78,3.43,10.47,0.00,0.31,2025-05-11,7,1.00,70.32
ITAD-000074,Desktop,0.53,13.13,North America,660.72,8.20,Refurbished,True,217.59,True,0.94,Retail Partner,985.38,1454.17,0.20,1163.34,451.10,13.78,369.65,3.04,0.42,2024-10-30,2,1.00,568.32
ITAD-000075,Monitor,0.71,3.34,Asia Pacific,644.16,9.20,Refurbished,True,143.42,True,0.95,Online Marketplace,677.95,669.50,0.12,589.16,292.40,5.68,242.86,2.29,0.68,2025-01-02,8,1.00,366.83
ITAD-000076,Smartphone,4.62,0.16,Europe,208.61,1.00,Poor,False,0.00,False,0.00,Online Marketplace,15.88,17.70,0.12,15.58,26.40,5.68,3.96,0.00,0.31,2024-11-13,9,1.15,84.86
ITAD-000077,Laptop,1.86,2.33,Europe,518.73,6.90,Refurbished,True,146.21,True,0.83,B2B Direct,588.21,1425.26,0.05,1353.99,361.49,1.80,305.46,3.42,0.31,2024-10-10,1,1.08,874.79
ITAD-000078,Laptop,2.07,1.50,Europe,536.44,8.50,Refurbished,True,180.53,True,0.95,Online Marketplace,590.92,640.20,0.12,563.38,249.93,1.16,211.28,2.48,0.31,2024-09-05,11,1.15,254.62
ITAD-000079,Desktop,0.14,12.94,Latin America,1475.51,10.00,Refurbished,True,129.24,True,0.95,B2B Direct,1326.96,2958.77,0.05,2810.83,581.10,11.32,482.61,3.44,0.35,2025-06-15,7,1.00,1917.66
ITAD-000080,Printer,6.93,21.89,North America,1221.26,2.70,Poor,False,0.00,False,0.00,B2B Direct,185.65,487.38,0.05,463.01,196.93,11.32,29.54,0.00,0.42,2025-03-18,5,1.00,399.08
ITAD-000081,Desktop,4.52,11.78,Asia Pacific,1087.88,6.00,Fair,True,302.39,False,0.76,Online Marketplace,403.72,343.74,0.12,302.50,408.24,0.00,347.00,0.52,0.68,2025-08-02,10,1.15,13.68
ITAD-000082,Smartphone,0.00,0.24,North America,124.99,8.20,Refurbished,True,55.98,True,0.94,B2B Direct,194.95,455.68,0.05,432.90,25.50,0.26,21.42,2.17,0.42,2025-07-02,4,1.00,714.05
ITAD-000083,Smartphone,0.01,0.24,Asia Pacific,100.00,9.50,Refurbished,True,20.00,True,0.95,B2B Direct,110.28,293.26,0.05,278.60,26.57,0.40,22.18,2.28,0.68,2025-04-18,4,1.00,1366.31
ITAD-000084,Monitor,10.48,7.72,Europe,895.30,3.40,Fair,False,0.00,False,0.00,Online Marketplace,207.62,231.86,0.12,204.03,226.90,0.00,192.87,0.73,0.31,2024-10-27,2,1.00,258.97
ITAD-000085,Desktop,0.13,14.70,Asia Pacific,2172.67,10.00,Refurbished,True,314.56,True,0.95,Online Marketplace,2374.59,2524.53,0.12,2221.59,415.06,24.99,327.81,2.53,0.68,2025-07-05,2,1.00,702.55
ITAD-000086,Laptop,0.58,2.51,North America,1781.54,9.70,Refurbished,True,74.21,True,0.95,Online Marketplace,2598.58,2439.34,0.12,2146.62,377.75,2.63,318.46,3.41,0.42,2025-03-19,12,1.08,1327.58
ITAD-000087,Laptop,1.40,2.69,Asia Pacific,644.92,7.20,Refurbished,True,107.33,True,0.85,Online Marketplace,602.04,604.79,0.12,532.21,392.42,4.57,328.99,1.72,0.68,2025-06-16,12,1.08,463.49
ITAD-000088,Desktop,2.39,11.36,Europe,821.40,7.50,Refurbished,True,303.31,True,0.88,Online Marketplace,940.45,995.37,0.12,875.92,549.36,8.81,458.15,2.82,0.31,2025-07-08,1,1.08,228.17
ITAD-000089,Monitor,0.61,4.67,North America,492.21,8.20,Refurbished,True,134.79,True,0.94,Refurb Specialist,736.53,1463.66,0.08,1346.56,150.77,4.90,123.25,3.14,0.42,2025-03-31,5,1.00,985.89
ITAD-000090,Printer,0.61,21.36,Asia Pacific,762.10,9.20,Refurbished,True,150.17,True,0.95,Online Marketplace,799.07,801.04,0.12,704.92,237.16,36.31,165.27,2.77,0.68,2024-09-05,8,1.00,433.42
ITAD-000091,Monitor,0.48,4.42,North America,626.99,10.00,Refurbished,True,103.64,True,0.95,B2B Direct,946.72,2549.15,0.05,2421.70,176.06,4.64,145.02,3.04,0.42,2025-01-29,4,1.00,2359.70
ITAD-000092,Laptop,5.16,2.33,Europe,1070.71,4.00,Fair,False,0.00,False,0.00,Online Marketplace,351.87,419.10,0.12,368.81,318.88,0.00,271.05,0.88,0.31,2025-08-03,11,1.15,391.42
ITAD-000093,Smartphone,1.63,0.15,North America,114.59,8.70,Refurbished,True,36.78,True,0.95,Retail Partner,130.27,155.57,0.20,124.46,51.62,0.16,43.72,3.15,0.42,2024-11-21,11,1.15,322.95
ITAD-000094,Desktop,5.19,14.08,Middle East & Africa,909.41,5.60,Refurbished,True,86.49,True,0.73,Online Marketplace,536.97,506.54,0.12,445.75,536.46,19.36,436.64,1.90,0.55,2024-11-28,1,1.08,461.89
ITAD-000095,Server,2.90,17.39,North America,6773.32,6.10,Refurbished,True,867.47,True,0.77,Retail Partner,8866.73,7999.96,0.20,6399.97,1005.92,18.26,836.77,3.32,0.42,2025-07-21,10,1.15,822.21
ITAD-000096,Printer,2.30,9.01,Europe,529.44,10.00,Refurbished,True,156.41,True,0.95,Retail Partner,612.05,684.44,0.20,547.56,248.28,6.98,204.05,2.41,0.31,2024-12-02,8,1.00,337.61
ITAD-000097,Desktop,3.99,13.05,Asia Pacific,1397.10,6.90,Refurbished,True,244.35,True,0.83,B2B Direct,1030.09,2696.04,0.05,2561.24,375.70,22.19,297.15,2.64,0.68,2025-06-11,6,1.00,1003.35
ITAD-000098,Server,4.24,19.90,Europe,2668.55,7.90,Refurbished,True,516.15,True,0.91,B2B Direct,2916.55,6794.13,0.05,6454.42,1077.85,15.42,900.75,1.77,0.31,2025-06-07,7,1.00,1216.30
ITAD-000099,Smartphone,4.14,0.16,Latin America,188.15,4.00,Fair,False,0.00,False,0.00,Online Marketplace,28.65,32.88,0.12,28.93,37.93,0.00,32.24,1.44,0.35,2025-03-11,8,1.00,174.75
ITAD-000100,Server,5.66,20.09,Asia Pacific,5285.53,9.10,Refurbished,True,599.55,True,0.95,Online Marketplace,4002.89,4697.77,0.12,4134.04,857.14,34.16,694.41,1.62,0.68,2025-08-24,7,1.00,683.55
ITAD-000101,Tablet,2.28,0.61,North America,263.75,9.80,Refurbished,True,41.94,True,0.95,B2B Direct,286.15,751.59,0.05,714.01,84.53,0.64,71.21,1.66,0.42,2025-08-01,3,1.00,1692.07
ITAD-000102,Tablet,0.26,0.32,North America,100.00,10.00,Refurbished,True,43.34,True,0.95,Online Marketplace,150.54,122.48,0.12,107.78,75.97,0.33,64.25,3.48,0.42,2025-07-17,8,1.00,182.60
ITAD-000103,Laptop,2.53,2.14,North America,439.36,9.80,Refurbished,True,72.82,True,0.95,Retail Partner,493.08,539.14,0.20,431.31,276.77,2.25,233.01,2.43,0.42,2025-01-23,5,1.00,640.34
ITAD-000104,Monitor,5.24,5.03,Europe,191.09,4.80,Refurbished,True,166.66,True,0.66,B2B Direct,177.86,439.89,0.05,417.89,164.61,3.90,136.02,2.31,0.31,2025-01-17,8,1.00,163.94
ITAD-000105,Laptop,3.80,1.35,Asia Pacific,505.62,4.90,Fair,True,68.69,False,0.67,B2B Direct,173.72,508.87,0.05,483.42,279.33,0.00,237.43,0.74,0.68,2025-08-26,11,1.15,640.83
ITAD-000106,Monitor,2.04,4.65,Europe,1061.28,7.40,Refurbished,True,128.41,True,0.88,Online Marketplace,1311.03,1141.06,0.12,1004.13,240.83,3.61,201.10,2.21,0.31,2025-03-24,12,1.08,788.64
ITAD-000107,Laptop,6.51,2.49,Europe,194.96,3.00,Fair,False,0.00,False,0.00,B2B Direct,41.59,107.93,0.05,102.53,253.95,0.00,215.86,0.56,0.31,2025-08-16,5,1.00,553.59
ITAD-000108,Desktop,0.14,14.54,North America,1121.45,8.30,Refurbished,True,180.84,True,0.95,Refurb Specialist,1728.98,3115.06,0.08,2865.85,591.28,15.26,487.32,1.51,0.42,2025-01-31,2,1.00,1622.52
ITAD-000109,Desktop,12.65,11.65,North America,273.32,1.30,Poor,False,0.00,False,0.00,Online Marketplace,4.92,10.00,0.12,8.80,397.09,15.26,59.56,0.00,0.42,2024-12-15,7,1.00,36.59
ITAD-000110,Tablet,2.05,0.73,North America,300.65,8.80,Refurbished,True,52.44,True,0.95,Online Marketplace,340.64,422.51,0.12,371.81,110.82,0.77,93.43,2.64,0.42,2024-10-12,12,1.08,705.77
ITAD-000111,Laptop,4.09,2.28,North America,776.95,4.30,Fair,False,0.00,False,0.00,Online Marketplace,355.78,413.81,0.12,364.15,221.32,0.00,188.12,1.16,0.42,2025-02-25,2,1.00,532.60
ITAD-000112,Smartphone,1.34,0.18,North America,133.24,8.30,Refurbished,True,42.23,True,0.94,B2B Direct,161.43,431.59,0.05,410.01,74.08,0.19,62.78,3.26,0.42,2024-10-01,7,1.00,921.95
ITAD-000113,Tablet,5.96,0.30,North America,254.46,1.30,Poor,False,0.00,False,0.00,B2B Direct,18.81,54.52,0.05,51.80,77.20,0.19,11.58,0.00,0.42,2024-11-04,9,1.15,214.28
ITAD-000114,Laptop,2.06,1.22,Europe,461.22,8.60,Refurbished,True,97.55,True,0.95,Online Marketplace,508.79,540.46,0.12,475.60,369.43,0.95,313.07,3.33,0.31,2025-04-05,10,1.15,454.03
ITAD-000115,Server,0.56,22.90,North America,3087.60,6.10,Refurbished,True,462.54,True,0.77,Online Marketplace,4665.56,4749.27,0.12,4179.35,1375.68,24.04,1145.28,2.36,0.42,2025-05-04,5,1.00,926.77
ITAD-000116,Printer,0.98,23.54,North America,1528.31,9.00,Refurbished,True,177.65,True,0.95,Online Marketplace,2190.13,1999.47,0.12,1759.53,247.60,24.72,185.75,3.11,0.42,2025-04-22,3,1.00,1025.49
ITAD-000117,Desktop,3.30,13.01,North America,609.44,6.10,Refurbished,True,208.15,True,0.76,Online Marketplace,689.38,696.65,0.12,613.05,527.26,13.66,434.51,1.71,0.42,2024-11-11,10,1.15,234.68
ITAD-000118,Server,1.93,16.31,Asia Pacific,998.96,9.70,Refurbished,True,135.58,True,0.95,B2B Direct,985.25,2524.09,0.05,2397.89,1215.48,27.72,1005.44,3.09,0.68,2025-05-07,10,1.15,1761.71
ITAD-000119,Tablet,8.27,0.68,Europe,510.05,1.00,Poor,False,0.00,False,0.00,Online Marketplace,8.42,10.00,0.12,8.80,109.58,27.72,16.44,0.00,0.31,2025-02-15,7,1.00,19.61
ITAD-000120,Laptop,0.35,2.14,North America,465.86,10.00,Refurbished,True,181.69,True,0.95,B2B Direct,698.36,1818.16,0.05,1727.25,204.73,2.25,171.77,2.78,0.42,2025-03-29,12,1.08,900.70
