asset_id,equipment_type,asset_age_years,weight_kg,region,original_purchase_price_usd,condition_score,product_condition,can_refurbish,refurbishment_cost_usd,refurbishment_success,refurbishment_success_probability,sales_channel,market_value_usd,final_sale_price_usd,channel_commission_rate,net_revenue_usd,carbon_new_manufacturing_kg,carbon_refurb_process_kg,carbon_savings_kg,lifecycle_extension_years,grid_carbon_intensity_kg_co2_kwh,processing_date,processing_month,seasonal_demand_multiplier,roi_percent
ITAD-000067,Smartphone,0.8,0.16,Asia Pacific,365.59,7.1,Refurbished,True,43.89,True,0.851,B2B Direct,349.88,642.08,0.05,609.98,53.58,0.27,45.28,1.81,0.68,2024-12-15,1,1.08,1363.07
ITAD-000070,Desktop,0.31,10.95,Latin America,1395.68,7.9,Refurbished,True,185.8,True,0.911,B2B Direct,1236.96,3416.79,0.05,3245.95,497.57,9.58,413.36,2.04,0.35,2024-11-16,5,1.0,1739.0
ITAD-000074,Desktop,0.53,13.13,North America,660.72,8.2,Refurbished,True,217.59,True,0.939,Retail Partner,985.38,1454.17,0.2,1163.34,451.1,13.78,369.65,3.04,0.42,2024-10-30,2,1.0,568.32
ITAD-000075,Monitor,0.71,3.34,Asia Pacific,644.16,9.2,Refurbished,True,143.42,True,0.95,Online Marketplace,677.95,669.5,0.12,589.16,292.4,5.68,242.86,2.29,0.68,2025-01-02,8,1.0,366.83
ITAD-000077,Laptop,1.86,2.33,Europe,518.73,6.9,Refurbished,True,146.21,True,0.835,B2B Direct,588.21,1425.26,0.05,1353.99,361.49,1.8,305.46,3.42,0.31,2024-10-10,1,1.08,874.79
ITAD-000078,Laptop,2.07,1.5,Europe,536.44,8.5,Refurbished,True,180.53,True,0.95,Online Marketplace,590.92,640.2,0.12,563.38,249.93,1.16,211.28,2.48,0.31,2024-09-05,11,1.15,254.62
ITAD-000079,Desktop,0.14,12.94,Latin America,1475.51,10.0,Refurbished,True,129.24,True,0.95,B2B Direct,1326.96,2958.77,0.05,2810.83,581.1,11.32,482.61,3.44,0.35,2025-06-15,7,1.0,1917.66
ITAD-000085,Desktop,0.13,14.7,Asia Pacific,2172.67,10.0,Refurbished,True,314.56,True,0.95,Online Marketplace,2374.59,2524.53,0.12,2221.59,415.06,24.99,327.81,2.53,0.68,2025-07-05,2,1.0,702.55
ITAD-000086,Laptop,0.58,2.51,North America,1781.54,9.7,Refurbished,True,74.21,True,0.95,Online Marketplace,2598.58,2439.34,0.12,2146.62,377.75,2.63,318.46,3.41,0.42,2025-03-19,12,1.08,1327.58
ITAD-000087,Laptop,1.4,2.69,Asia Pacific,644.92,7.2,Refurbished,True,107.33,True,0.852,Online Marketplace,602.04,604.79,0.12,532.21,392.42,4.57,328.99,1.72,0.68,2025-06-16,12,1.08,463.49
ITAD-000088,Desktop,2.39,11.36,Europe,821.4,7.5,Refurbished,True,303.31,True,0.878,Online Marketplace,940.45,995.37,0.12,875.92,549.36,8.81,458.15,2.82,0.31,2025-07-08,1,1.08,228.17
ITAD-000089,Monitor,0.61,4.67,North America,492.21,8.2,Refurbished,True,134.79,True,0.939,Refurb Specialist,736.53,1463.66,0.08,1346.56,150.77,4.9,123.25,3.14,0.42,2025-03-31,5,1.0,985.89
ITAD-000090,Printer,0.61,21.36,Asia Pacific,762.1,9.2,Refurbished,True,150.17,True,0.95,Online Marketplace,799.07,801.04,0.12,704.92,237.16,36.31,165.27,2.77,0.68,2024-09-05,8,1.0,433.42
ITAD-000091,Monitor,0.48,4.42,North America,626.99,10.0,Refurbished,True,103.64,True,0.95,B2B Direct,946.72,2549.15,0.05,2421.7,176.06,4.64,145.02,3.04,0.42,2025-01-29,4,1.0,2359.7
ITAD-000094,Desktop,5.19,14.08,Middle East & Africa,909.41,5.6,Refurbished,True,86.49,True,0.726,Online Marketplace,536.97,506.54,0.12,445.75,536.46,19.36,436.64,1.9,0.55,2024-11-28,1,1.08,461.89
ITAD-000095,Server,2.9,17.39,North America,6773.32,6.1,Refurbished,True,867.47,True,0.765,Retail Partner,8866.73,7999.96,0.2,6399.97,1005.92,18.26,836.77,3.32,0.42,2025-07-21,10,1.15,822.21
ITAD-000096,Printer,2.3,9.01,Europe,529.44,10.0,Refurbished,True,156.41,True,0.95,Retail Partner,612.05,684.44,0.2,547.56,248.28,6.98,204.05,2.41,0.31,2024-12-02,8,1.0,337.61
ITAD-000097,Desktop,3.99,13.05,Asia Pacific,1397.1,6.9,Refurbished,True,244.35,True,0.832,B2B Direct,1030.09,2696.04,0.05,2561.24,375.7,22.19,297.15,2.64,0.68,2025-06-11,6,1.0,1003.35
ITAD-000098,Server,4.24,19.9,Europe,2668.55,7.9,Refurbished,True,516.15,True,0.914,B2B Direct,2916.55,6794.13,0.05,6454.42,1077.85,15.42,900.75,1.77,0.31,2025-06-07,7,1.0,1216.3
ITAD-000100,Server,5.66,20.09,Asia Pacific,5285.53,9.1,Refurbished,True,599.55,True,0.95,Online Marketplace,4002.89,4697.77,0.12,4134.04,857.14,34.16,694.41,1.62,0.68,2025-08-24,7,1.0,683.55
ITAD-000101,Tablet,2.28,0.61,North America,263.75,9.8,Refurbished,True,41.94,True,0.95,B2B Direct,286.15,751.59,0.05,714.01,84.53,0.64,71.21,1.66,0.42,2025-08-01,3,1.0,1692.07
ITAD-000103,Laptop,2.53,2.14,North America,439.36,9.8,Refurbished,True,72.82,True,0.95,Retail Partner,493.08,539.14,0.2,431.31,276.77,2.25,233.01,2.43,0.42,2025-01-23,5,1.0,640.34
ITAD-000105,Laptop,3.8,1.35,Asia Pacific,505.62,4.9,Fair,True,68.69,False,0.671,B2B Direct,173.72,508.87,0.05,483.42,279.33,0.0,237.43,0.74,0.68,2025-08-26,11,1.15,640.83
ITAD-000106,Monitor,2.04,4.65,Europe,1061.28,7.4,Refurbished,True,128.41,True,0.876,Online Marketplace,1311.03,1141.06,0.12,1004.13,240.83,3.61,201.1,2.21,0.31,2025-03-24,12,1.08,788.64
ITAD-000108,Desktop,0.14,14.54,North America,1121.45,8.3,Refurbished,True,180.84,True,0.947,Refurb Specialist,1728.98,3115.06,0.08,2865.85,591.28,15.26,487.32,1.51,0.42,2025-01-31,2,1.0,1622.52
ITAD-000114,Laptop,2.06,1.22,Europe,461.22,8.6,Refurbished,True,97.55,True,0.95,Online Marketplace,508.79,540.46,0.12,475.6,369.43,0.95,313.07,3.33,0.31,2025-04-05,10,1.15,454.03
ITAD-000115,Server,0.56,22.9,North America,3087.6,6.1,Refurbished,True,462.54,True,0.767,Online Marketplace,4665.56,4749.27,0.12,4179.35,1375.68,24.04,1145.28,2.36,0.42,2025-05-04,5,1.0,926.77
ITAD-000116,Printer,0.98,23.54,North America,1528.31,9.0,Refurbished,True,177.65,True,0.95,Online Marketplace,2190.13,1999.47,0.12,1759.53,247.6,24.72,185.75,3.11,0.42,2025-04-22,3,1.0,1025.49
ITAD-000117,Desktop,3.3,13.01,North America,609.44,6.1,Refurbished,True,208.15,True,0.764,Online Marketplace,689.38,696.65,0.12,613.05,527.26,13.66,434.51,1.71,0.42,2024-11-11,10,1.15,234.68
ITAD-000118,Server,1.93,16.31,Asia Pacific,998.96,9.7,Refurbished,True,135.58,True,0.95,B2B Direct,985.25,2524.09,0.05,2397.89,1215.48,27.72,1005.44,3.09,0.68,2025-05-07,10,1.15,1761.71
ITAD-000120,Laptop,0.35,2.14,North America,465.86,10.0,Refurbished,True,181.69,True,0.95,B2B Direct,698.36,1818.16,0.05,1727.25,204.73,2.25,171.77,2.78,0.42,2025-03-29,12,1.08,900.7
ITAD-000121,Monitor,0.92,5.48,Middle East & Africa,1037.85,6.9,Refurbished,True,128.05,True,0.833,B2B Direct,1012.9,2336.68,0.05,2219.85,257.64,7.54,211.45,2.88,0.55,2024-11-29,7,1.0,1724.89
ITAD-000122,Server,5.98,28.58,Asia Pacific,526.38,8.6,Refurbished,True,714.29,True,0.95,B2B Direct,388.52,844.05,0.05,801.85,1056.87,48.59,849.75,2.19,0.68,2025-02-21,7,1.0,18.17
ITAD-000124,Desktop,2.07,8.62,Middle East & Africa,1721.07,5.8,Refurbished,True,323.34,True,0.74,B2B Direct,1481.25,3960.29,0.05,3762.27,455.67,11.85,375.47,3.14,0.55,2025-04-13,12,1.08,1124.8
ITAD-000127,Laptop,2.49,2.52,North America,636.87,8.2,Refurbished,True,123.47,True,0.934,Online Marketplace,718.12,720.0,0.12,633.6,279.44,2.65,234.87,2.58,0.42,2025-03-31,3,1.0,483.11
ITAD-000129,Server,2.98,22.19,North America,3184.85,9.6,Refurbished,True,370.61,True,0.95,Retail Partner,4146.17,5125.52,0.2,4100.42,1022.27,23.3,845.63,3.41,0.42,2025-08-11,6,1.0,1283.0
ITAD-000131,Monitor,1.71,4.06,Europe,200.63,9.4,Refurbished,True,136.72,True,0.95,B2B Direct,254.2,722.84,0.05,686.69,175.6,3.15,146.11,1.65,0.31,2025-02-27,12,1.08,428.69
ITAD-000133,Printer,2.09,13.28,Asia Pacific,597.16,6.7,Refurbished,True,193.93,True,0.814,B2B Direct,544.87,1466.01,0.05,1392.71,285.9,22.58,220.43,1.54,0.68,2025-04-20,5,1.0,655.94
ITAD-000135,Desktop,0.48,12.56,Asia Pacific,966.24,10.0,Refurbished,True,300.89,True,0.95,Refurb Specialist,1025.33,1904.85,0.08,1752.46,383.29,21.36,304.44,1.7,0.68,2025-04-29,8,1.0,533.07
ITAD-000136,Desktop,2.01,8.27,Latin America,1606.76,7.8,Refurbished,True,386.8,True,0.901,Retail Partner,1216.7,1371.6,0.2,1097.28,509.17,7.24,425.56,2.73,0.35,2024-09-27,12,1.08,254.6
ITAD-000137,Tablet,0.57,0.64,North America,250.64,10.0,Refurbished,True,48.55,True,0.95,B2B Direct,361.3,862.18,0.05,819.07,50.85,0.67,42.55,3.41,0.42,2025-01-16,5,1.0,1675.7
ITAD-000139,Desktop,3.85,14.72,Europe,1073.2,6.9,Refurbished,True,201.86,True,0.835,Online Marketplace,1042.0,1113.58,0.12,979.95,378.49,11.41,310.31,2.47,0.31,2025-01-22,12,1.08,451.66
ITAD-000140,Monitor,0.16,3.48,Europe,668.99,8.5,Refurbished,True,31.29,True,0.95,B2B Direct,946.67,2597.25,0.05,2467.38,289.25,2.69,243.17,2.85,0.31,2025-03-15,3,1.0,3835.59
ITAD-000142,Server,0.19,19.04,Europe,4687.2,8.7,Refurbished,True,461.22,True,0.95,B2B Direct,6630.54,17096.93,0.05,16242.09,1475.59,14.76,1239.5,2.48,0.31,2025-06-09,7,1.0,3549.18
ITAD-000143,Server,4.62,22.63,North America,6450.62,9.3,Refurbished,True,902.13,True,0.95,Online Marketplace,7480.6,7947.05,0.12,6993.4,1332.79,23.76,1109.11,1.82,0.42,2025-03-03,10,1.15,780.92
ITAD-000146,Printer,0.01,20.88,North America,189.74,10.0,Refurbished,True,122.41,True,0.95,B2B Direct,295.71,928.4,0.05,881.98,307.6,21.93,239.53,2.62,0.42,2024-12-25,4,1.0,658.46
ITAD-000147,Desktop,3.2,10.25,Asia Pacific,1016.19,7.7,Refurbished,True,259.13,True,0.896,Refurb Specialist,823.31,1360.82,0.08,1251.95,402.46,17.43,324.66,3.15,0.68,2025-03-16,3,1.0,425.15
ITAD-000148,Server,0.46,20.57,North America,1683.54,10.0,Refurbished,True,678.31,True,0.95,B2B Direct,2559.65,6845.96,0.05,6503.66,921.44,21.6,761.62,2.78,0.42,2025-01-08,4,1.0,909.26
ITAD-000149,Printer,0.44,12.68,Europe,1258.96,9.2,Refurbished,True,87.33,True,0.95,B2B Direct,1734.19,4486.62,0.05,4262.29,185.76,9.82,148.07,1.55,0.31,2025-02-19,6,1.0,3494.37
ITAD-000152,Desktop,1.16,9.83,North America,855.94,8.8,Refurbished,True,252.55,True,0.95,Retail Partner,1206.14,1663.42,0.2,1330.73,366.34,10.32,301.07,2.48,0.42,2025-05-21,8,1.0,558.64
ITAD-000153,Server,3.38,23.43,North America,2593.31,9.9,Refurbished,True,425.97,True,0.95,B2B Direct,3285.05,8501.13,0.05,8076.08,889.59,24.6,731.55,3.26,0.42,2025-04-04,5,1.0,1895.71
ITAD-000154,Server,5.42,24.37,Europe,5534.84,6.0,Refurbished,True,677.03,True,0.762,B2B Direct,5529.67,12984.56,0.05,12335.33,862.19,18.88,713.98,2.87,0.31,2025-06-16,1,1.08,1817.88
ITAD-000155,Tablet,0.9,0.5,Europe,435.52,9.3,Refurbished,True,66.44,True,0.95,B2B Direct,547.81,1337.11,0.05,1270.25,59.87,0.39,50.5,2.83,0.31,2025-07-01,9,1.15,1912.51
ITAD-000156,Desktop,2.17,10.88,Asia Pacific,1890.17,7.3,Refurbished,True,230.53,True,0.864,Retail Partner,1710.67,1919.94,0.2,1535.95,546.57,18.5,446.08,1.9,0.68,2024-12-02,7,1.0,732.83
ITAD-000157,Server,2.75,26.38,Asia Pacific,2911.68,7.2,Refurbished,True,648.66,True,0.853,Refurb Specialist,2724.97,5681.21,0.08,5226.71,1190.59,44.84,967.16,2.61,0.68,2024-12-25,8,1.0,775.84
ITAD-000158,Monitor,8.4,5.69,Europe,713.96,5.4,Fair,True,84.31,False,0.713,B2B Direct,241.98,611.8,0.05,581.21,193.07,0.0,164.11,1.29,0.31,2025-06-12,4,1.0,625.67
ITAD-000160,Desktop,0.65,8.23,Europe,2726.2,9.8,Refurbished,True,283.63,True,0.95,Retail Partner,3688.17,4677.05,0.2,3741.64,591.94,6.38,496.77,3.21,0.31,2025-08-24,9,1.15,1548.97
ITAD-000161,Monitor,2.46,7.92,Asia Pacific,576.11,9.2,Refurbished,True,72.66,True,0.95,B2B Direct,532.08,1387.18,0.05,1317.82,174.34,13.46,134.72,1.53,0.68,2025-04-27,9,1.15,1809.14
ITAD-000162,Laptop,0.1,1.81,Middle East & Africa,599.16,10.0,Refurbished,True,87.06,True,0.95,B2B Direct,615.9,1384.37,0.05,1315.15,351.92,2.48,296.65,3.48,0.55,2024-09-06,2,1.0,1490.07
ITAD-000163,Server,1.32,28.2,Europe,4105.14,8.5,Refurbished,True,476.81,True,0.95,Online Marketplace,5440.05,5275.83,0.12,4642.73,1094.08,21.85,908.12,3.31,0.31,2024-10-02,3,1.0,1006.5
ITAD-000164,Desktop,3.33,13.17,Asia Pacific,2366.33,5.1,Refurbished,True,189.22,True,0.685,Online Marketplace,1889.25,2015.16,0.12,1773.34,376.59,22.38,297.72,2.13,0.68,2025-04-02,8,1.0,771.63
ITAD-000165,Printer,0.67,21.74,North America,639.17,10.0,Refurbished,True,218.79,True,0.95,B2B Direct,941.21,2591.27,0.05,2461.7,226.78,22.83,169.94,1.57,0.42,2024-11-07,5,1.0,1084.35
ITAD-000166,Server,9.75,26.83,Asia Pacific,3525.95,5.9,Refurbished,True,639.34,True,0.749,Online Marketplace,1785.87,1742.78,0.12,1533.65,877.69,45.61,700.43,2.39,0.68,2025-04-16,6,1.0,172.59
ITAD-000167,Server,1.68,27.04,Europe,2642.58,7.6,Refurbished,True,553.24,True,0.891,Refurb Specialist,3425.73,5979.49,0.08,5501.13,889.22,20.95,734.88,2.92,0.31,2024-12-04,3,1.0,980.81
ITAD-000169,Laptop,0.04,1.95,North America,1636.51,7.5,Refurbished,True,188.96,True,0.884,Online Marketplace,2540.57,2649.39,0.12,2331.46,318.64,2.05,268.8,3.28,0.42,2025-08-20,7,1.0,1302.08
ITAD-000174,Tablet,2.3,0.4,Europe,264.73,5.9,Refurbished,True,34.96,True,0.752,B2B Direct,262.34,726.98,0.05,690.63,90.04,0.31,76.23,2.53,0.31,2024-10-30,11,1.15,1979.52
ITAD-000176,Monitor,1.85,7.54,Asia Pacific,422.92,6.5,Good,True,146.06,False,0.801,Refurb Specialist,315.08,539.74,0.08,496.56,188.64,0.0,160.34,1.09,0.68,2024-10-02,4,1.0,269.53
ITAD-000177,Desktop,0.43,10.69,Europe,1288.08,8.3,Refurbished,True,201.98,True,0.948,Retail Partner,1776.63,2241.09,0.2,1792.87,517.14,8.28,431.29,2.86,0.31,2024-11-02,2,1.0,1009.54
ITAD-000178,Monitor,3.2,5.51,North America,549.51,8.8,Refurbished,True,72.19,True,0.95,Online Marketplace,674.61,712.3,0.12,626.83,229.87,5.79,189.61,2.4,0.42,2024-11-08,7,1.0,886.69
ITAD-000179,Printer,0.16,7.46,Europe,1167.02,10.0,Refurbished,True,106.69,True,0.95,Retail Partner,1647.07,1848.75,0.2,1479.0,328.05,5.78,273.06,2.05,0.31,2025-05-06,5,1.0,1492.75
ITAD-000181,Desktop,0.64,14.23,North America,536.58,9.2,Refurbished,True,323.27,True,0.95,B2B Direct,792.49,2257.74,0.05,2144.86,452.41,14.94,369.6,2.12,0.42,2025-07-03,6,1.0,598.4
ITAD-000182,Tablet,2.65,0.58,North America,272.62,8.6,Refurbished,True,28.28,True,0.95,B2B Direct,274.99,694.18,0.05,659.47,114.79,0.61,96.97,2.33,0.42,2024-11-03,3,1.0,2354.77
ITAD-000184,Laptop,0.32,2.17,North America,666.47,10.0,Refurbished,True,59.72,True,0.95,B2B Direct,1002.36,2397.34,0.05,2277.47,365.36,2.28,308.28,2.92,0.42,2024-09-29,10,1.15,3507.45
ITAD-000186,Server,1.8,24.31,North America,4651.44,10.0,Refurbished,True,475.25,True,0.95,Online Marketplace,6531.31,6462.12,0.12,5686.66,959.42,25.53,789.99,3.43,0.42,2024-09-16,5,1.0,1259.72
ITAD-000187,Monitor,1.53,6.73,Europe,436.37,9.0,Refurbished,True,118.55,True,0.95,B2B Direct,560.5,1345.94,0.05,1278.64,295.44,5.22,245.91,3.4,0.31,2024-11-05,10,1.15,1035.33
ITAD-000188,Server,2.31,20.63,North America,3382.91,10.0,Refurbished,True,682.46,True,0.95,Online Marketplace,4599.57,4265.97,0.12,3754.06,1144.63,21.66,951.27,2.65,0.42,2025-01-29,3,1.0,525.09
ITAD-000189,Desktop,2.05,13.65,Europe,2110.51,10.0,Refurbished,True,148.26,True,0.95,B2B Direct,2502.19,5758.53,0.05,5470.6,357.7,10.58,293.47,3.44,0.31,2025-02-09,7,1.0,2658.25
ITAD-000190,Desktop,2.27,12.85,North America,1874.47,9.7,Refurbished,True,152.13,True,0.95,B2B Direct,2371.61,5111.04,0.05,4855.49,402.68,13.49,328.78,3.41,0.42,2025-08-17,3,1.0,2645.51
